LAST SEEN   TYPE      REASON              OBJECT                          MESSAGE
13m         Normal    Scheduled           pod/gateway-68ffbd74bc-q85l7    Successfully assigned benkz/gateway-68ffbd74bc-q85l7 to vm-218-62-tencentos
13m         Normal    Scheduled           pod/gateway-68ffbd74bc-bv8lh    Successfully assigned benkz/gateway-68ffbd74bc-bv8lh to vm-218-62-tencentos
13m         Warning   FailedScheduling    pod/gateway-68ffbd74bc-bv8lh    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m31s       Normal    Scheduled           pod/gateway-78665454cb-28xw9    Successfully assigned benkz/gateway-78665454cb-28xw9 to vm-218-62-tencentos
4m36s       Warning   FailedScheduling    pod/gateway-78665454cb-28xw9    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m39s       Normal    Scheduled           pod/k6-564856b977-wlzlg         Successfully assigned benkz/k6-564856b977-wlzlg to vm-218-62-tencentos
6m27s       Normal    Scheduled           pod/k6-67778c768f-tphp5         Successfully assigned benkz/k6-67778c768f-tphp5 to vm-218-62-tencentos
4m39s       Normal    Scheduled           pod/k6-564856b977-6d6cf         Successfully assigned benkz/k6-564856b977-6d6cf to vm-218-62-tencentos
19m         Normal    Scheduled           pod/k6-564856b977-nmk8c         Successfully assigned benkz/k6-564856b977-nmk8c to vm-218-62-tencentos
13m         Normal    Scheduled           pod/gateway-68ffbd74bc-s9v8s    Successfully assigned benkz/gateway-68ffbd74bc-s9v8s to vm-218-62-tencentos
13m         Warning   FailedScheduling    pod/gateway-68ffbd74bc-s9v8s    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
19m         Warning   FailedScheduling    pod/gateway-5db47b46f4-84npl    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
27m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 0 to 1
27m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 3 to 2
27m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-vbxgh
27m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-qk9wb
27m         Normal    Killing             pod/gateway-854fdc6b45-qk9wb    Stopping container gateway
27m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 2 to 1
27m         Normal    Created             pod/gateway-df649b778-vbxgh     Container created
27m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-z6lkg
27m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-glrdl
27m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 1 to 2
27m         Normal    Killing             pod/gateway-854fdc6b45-glrdl    Stopping container gateway
27m         Warning   Unhealthy           pod/gateway-df649b778-vbxgh     Readiness probe failed: Get "http://10.42.0.224:9302/readyz": dial tcp 10.42.0.224:9302: connect: connection refused
27m         Normal    Started             pod/gateway-df649b778-vbxgh     Container started
27m         Normal    Pulled              pod/gateway-df649b778-vbxgh     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
27m         Normal    Created             pod/gateway-df649b778-z6lkg     Container created
27m         Normal    Pulled              pod/gateway-df649b778-z6lkg     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
27m         Normal    Started             pod/gateway-df649b778-z6lkg     Container started
27m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-5k9kg
27m         Warning   Unhealthy           pod/gateway-df649b778-z6lkg     Readiness probe failed: Get "http://10.42.0.225:9302/readyz": dial tcp 10.42.0.225:9302: connect: connection refused
27m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 2 to 3
27m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 1 to 0
27m         Normal    Killing             pod/gateway-854fdc6b45-pr7sd    Stopping container gateway
27m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-pr7sd
27m         Normal    Created             pod/gateway-df649b778-5k9kg     Container created
27m         Normal    Pulled              pod/gateway-df649b778-5k9kg     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
27m         Warning   Unhealthy           pod/gateway-df649b778-5k9kg     Readiness probe failed: Get "http://10.42.0.226:9302/readyz": dial tcp 10.42.0.226:9302: connect: connection refused
27m         Normal    Started             pod/gateway-df649b778-5k9kg     Container started
24m         Normal    Killing             pod/gateway-df649b778-z6lkg     Stopping container gateway
24m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-z6lkg
24m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-7b56658758 from 0 to 1
24m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-df649b778 from 3 to 2
24m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-nrglc
24m         Warning   Unhealthy           pod/gateway-7b56658758-nrglc    Readiness probe failed: Get "http://10.42.0.227:9302/readyz": dial tcp 10.42.0.227:9302: connect: connection refused
24m         Normal    Killing             pod/gateway-df649b778-5k9kg     Stopping container gateway
24m         Normal    Started             pod/gateway-7b56658758-nrglc    Container started
24m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-df649b778 from 2 to 1
24m         Normal    Pulled              pod/gateway-7b56658758-nrglc    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
24m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-5k9kg
24m         Normal    Created             pod/gateway-7b56658758-nrglc    Container created
24m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-2jk44
24m         Normal    Started             pod/gateway-7b56658758-2jk44    Container started
24m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-vbxgh
24m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-7xgqw
24m         Warning   Unhealthy           pod/gateway-7b56658758-2jk44    Readiness probe failed: Get "http://10.42.0.228:9302/readyz": dial tcp 10.42.0.228:9302: connect: connection refused
24m         Normal    Created             pod/gateway-7b56658758-2jk44    Container created
24m         Normal    Pulled              pod/gateway-7b56658758-2jk44    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
24m         Normal    Killing             pod/gateway-df649b778-vbxgh     Stopping container gateway
24m         Normal    Pulled              pod/gateway-7b56658758-7xgqw    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
24m         Normal    Created             pod/gateway-7b56658758-7xgqw    Container created
24m         Warning   Unhealthy           pod/gateway-7b56658758-7xgqw    Readiness probe failed: Get "http://10.42.0.229:9302/readyz": dial tcp 10.42.0.229:9302: connect: connection refused
24m         Normal    Started             pod/gateway-7b56658758-7xgqw    Container started
19m         Normal    SuccessfulDelete    replicaset/k6-67778c768f        Deleted pod: k6-67778c768f-n7f8d
19m         Normal    Killing             pod/k6-67778c768f-n7f8d         Stopping container k6
19m         Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-nmk8c
19m         Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-zv6sz
19m         Normal    Started             pod/k6-564856b977-nmk8c         Container started
19m         Normal    Created             pod/k6-564856b977-zv6sz         Container created
19m         Normal    Pulled              pod/k6-564856b977-nmk8c         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
19m         Normal    Pulled              pod/k6-564856b977-zv6sz         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
19m         Normal    Created             pod/k6-564856b977-nmk8c         Container created
19m         Normal    Started             pod/k6-564856b977-zv6sz         Container started
19m         Normal    Killing             pod/gateway-7b56658758-nrglc    Stopping container gateway
19m         Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-nrglc
19m         Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-nzt6v
19m         Normal    Pulled              pod/gateway-5db47b46f4-nzt6v    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
19m         Warning   Unhealthy           pod/gateway-5db47b46f4-nzt6v    Readiness probe failed: Get "http://10.42.0.232:9302/readyz": dial tcp 10.42.0.232:9302: connect: connection refused
19m         Normal    Started             pod/gateway-5db47b46f4-nzt6v    Container started
19m         Normal    Created             pod/gateway-5db47b46f4-nzt6v    Container created
19m         Normal    Killing             pod/gateway-7b56658758-2jk44    Stopping container gateway
19m         Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-jlzwd
19m         Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-2jk44
19m         Normal    Pulled              pod/gateway-5db47b46f4-jlzwd    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
19m         Warning   Unhealthy           pod/gateway-5db47b46f4-jlzwd    Readiness probe failed: Get "http://10.42.0.233:9302/readyz": dial tcp 10.42.0.233:9302: connect: connection refused
19m         Normal    Started             pod/gateway-5db47b46f4-jlzwd    Container started
19m         Normal    Created             pod/gateway-5db47b46f4-jlzwd    Container created
19m         Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-7xgqw
19m         Normal    Killing             pod/gateway-7b56658758-7xgqw    Stopping container gateway
19m         Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-84npl
19m         Normal    Created             pod/gateway-5db47b46f4-84npl    Container created
19m         Warning   Unhealthy           pod/gateway-5db47b46f4-84npl    Readiness probe failed: Get "http://10.42.0.234:9302/readyz": dial tcp 10.42.0.234:9302: connect: connection refused
19m         Normal    Pulled              pod/gateway-5db47b46f4-84npl    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
19m         Normal    Started             pod/gateway-5db47b46f4-84npl    Container started
16m         Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-jlzwd
16m         Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-5ktns
16m         Normal    Killing             pod/gateway-5db47b46f4-jlzwd    Stopping container gateway
16m         Normal    Started             pod/gateway-67f694d755-5ktns    Container started
16m         Normal    Pulled              pod/gateway-67f694d755-5ktns    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
16m         Normal    Created             pod/gateway-67f694d755-5ktns    Container created
16m         Warning   Unhealthy           pod/gateway-67f694d755-5ktns    Readiness probe failed: Get "http://10.42.0.235:9302/readyz": dial tcp 10.42.0.235:9302: connect: connection refused
16m         Normal    Killing             pod/gateway-5db47b46f4-nzt6v    Stopping container gateway
16m         Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-ccs46
16m         Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-nzt6v
16m         Normal    Killing             pod/gateway-5db47b46f4-84npl    Stopping container gateway
16m         Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-84npl
16m         Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-t5d9l
16m         Warning   Unhealthy           pod/gateway-67f694d755-ccs46    Readiness probe failed: Get "http://10.42.0.236:9302/readyz": dial tcp 10.42.0.236:9302: connect: connection refused
16m         Normal    Started             pod/gateway-67f694d755-ccs46    Container started
16m         Normal    Created             pod/gateway-67f694d755-ccs46    Container created
16m         Normal    Pulled              pod/gateway-67f694d755-ccs46    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
16m         Normal    Started             pod/gateway-67f694d755-t5d9l    Container started
16m         Warning   Unhealthy           pod/gateway-67f694d755-t5d9l    Readiness probe failed: Get "http://10.42.0.237:9302/readyz": dial tcp 10.42.0.237:9302: connect: connection refused
16m         Normal    Created             pod/gateway-67f694d755-t5d9l    Container created
16m         Normal    Pulled              pod/gateway-67f694d755-t5d9l    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
13m         Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-q85l7
13m         Normal    Killing             pod/gateway-67f694d755-ccs46    Stopping container gateway
13m         Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-ccs46
13m         Warning   Unhealthy           pod/gateway-68ffbd74bc-q85l7    Readiness probe failed: Get "http://10.42.0.238:9302/readyz": dial tcp 10.42.0.238:9302: connect: connection refused
13m         Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-bv8lh
13m         Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-t5d9l
13m         Normal    Created             pod/gateway-68ffbd74bc-q85l7    Container created
13m         Normal    Killing             pod/gateway-67f694d755-t5d9l    Stopping container gateway
13m         Normal    Started             pod/gateway-68ffbd74bc-q85l7    Container started
13m         Normal    Pulled              pod/gateway-68ffbd74bc-q85l7    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
13m         Normal    Killing             pod/gateway-67f694d755-5ktns    Stopping container gateway
13m         Warning   Unhealthy           pod/gateway-68ffbd74bc-bv8lh    Readiness probe failed: Get "http://10.42.0.239:9302/readyz": dial tcp 10.42.0.239:9302: connect: connection refused
13m         Normal    Pulled              pod/gateway-68ffbd74bc-bv8lh    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
13m         Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-5ktns
13m         Normal    Created             pod/gateway-68ffbd74bc-bv8lh    Container created
13m         Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-s9v8s
13m         Normal    Started             pod/gateway-68ffbd74bc-bv8lh    Container started
13m         Warning   Unhealthy           pod/gateway-68ffbd74bc-s9v8s    Readiness probe failed: Get "http://10.42.0.240:9302/readyz": dial tcp 10.42.0.240:9302: connect: connection refused
13m         Normal    Started             pod/gateway-68ffbd74bc-s9v8s    Container started
13m         Normal    Pulled              pod/gateway-68ffbd74bc-s9v8s    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
13m         Normal    Created             pod/gateway-68ffbd74bc-s9v8s    Container created
10m         Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-s9v8s
10m         Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-k2fft
10m         Normal    Killing             pod/gateway-68ffbd74bc-s9v8s    Stopping container gateway
10m         Normal    Created             pod/gateway-796c94d8cf-k2fft    Container created
10m         Warning   Unhealthy           pod/gateway-796c94d8cf-k2fft    Readiness probe failed: Get "http://10.42.0.241:9302/readyz": dial tcp 10.42.0.241:9302: connect: connection refused
10m         Normal    Started             pod/gateway-796c94d8cf-k2fft    Container started
10m         Normal    Pulled              pod/gateway-796c94d8cf-k2fft    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
10m         Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-q85l7
10m         Normal    Killing             pod/gateway-68ffbd74bc-q85l7    Stopping container gateway
10m         Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-hgjcg
9m59s       Warning   Unhealthy           pod/gateway-796c94d8cf-hgjcg    Readiness probe failed: Get "http://10.42.0.242:9302/readyz": dial tcp 10.42.0.242:9302: connect: connection refused
9m59s       Normal    Pulled              pod/gateway-796c94d8cf-hgjcg    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
9m59s       Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-bv8lh
9m59s       Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-tgdtc
9m59s       Normal    Created             pod/gateway-796c94d8cf-hgjcg    Container created
9m59s       Normal    Killing             pod/gateway-68ffbd74bc-bv8lh    Stopping container gateway
9m59s       Normal    Started             pod/gateway-796c94d8cf-hgjcg    Container started
9m53s       Normal    Created             pod/gateway-796c94d8cf-tgdtc    Container created
9m53s       Normal    Started             pod/gateway-796c94d8cf-tgdtc    Container started
9m53s       Warning   Unhealthy           pod/gateway-796c94d8cf-tgdtc    Readiness probe failed: Get "http://10.42.0.243:9302/readyz": dial tcp 10.42.0.243:9302: connect: connection refused
9m53s       Normal    Pulled              pod/gateway-796c94d8cf-tgdtc    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6m58s       Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-564856b977 from 2 to 1
6m58s       Normal    SuccessfulDelete    replicaset/k6-564856b977        Deleted pod: k6-564856b977-zv6sz
6m58s       Normal    Killing             pod/k6-564856b977-zv6sz         Stopping container k6
6m57s       Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-564856b977 from 1 to 0
6m57s       Normal    Killing             pod/k6-564856b977-nmk8c         Stopping container k6
6m57s       Normal    SuccessfulDelete    replicaset/k6-564856b977        Deleted pod: k6-564856b977-nmk8c
6m27s       Normal    SuccessfulCreate    replicaset/k6-67778c768f        Created pod: k6-67778c768f-tphp5
6m27s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-67778c768f from 0 to 1
6m26s       Normal    Pulled              pod/k6-67778c768f-tphp5         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
6m26s       Normal    Started             pod/k6-67778c768f-tphp5         Container started
6m26s       Normal    Created             pod/k6-67778c768f-tphp5         Container created
5m9s        Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-67778c768f from 1 to 0
5m9s        Normal    SuccessfulDelete    replicaset/k6-67778c768f        Deleted pod: k6-67778c768f-tphp5
5m9s        Normal    Killing             pod/k6-67778c768f-tphp5         Stopping container k6
4m39s       Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-6d6cf
4m39s       Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-wlzlg
4m39s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 1 to 2
4m39s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 0 to 1
4m39s       Normal    Started             pod/k6-564856b977-wlzlg         Container started
4m39s       Normal    Pulled              pod/k6-564856b977-wlzlg         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
4m39s       Normal    Created             pod/k6-564856b977-wlzlg         Container created
4m38s       Normal    Started             pod/k6-564856b977-6d6cf         Container started
4m38s       Normal    Created             pod/k6-564856b977-6d6cf         Container created
4m38s       Normal    Pulled              pod/k6-564856b977-6d6cf         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
4m36s       Normal    Killing             pod/gateway-796c94d8cf-tgdtc    Stopping container gateway
4m36s       Normal    SuccessfulCreate    replicaset/gateway-78665454cb   Created pod: gateway-78665454cb-28xw9
4m36s       Normal    SuccessfulDelete    replicaset/gateway-796c94d8cf   Deleted pod: gateway-796c94d8cf-tgdtc
4m31s       Warning   Unhealthy           pod/gateway-78665454cb-28xw9    Readiness probe failed: Get "http://10.42.0.247:9302/readyz": dial tcp 10.42.0.247:9302: connect: connection refused
4m31s       Normal    Pulled              pod/gateway-78665454cb-28xw9    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
4m31s       Normal    Started             pod/gateway-78665454cb-28xw9    Container started
4m31s       Normal    Created             pod/gateway-78665454cb-28xw9    Container created
4m30s       Normal    Killing             pod/gateway-796c94d8cf-k2fft    Stopping container gateway
4m30s       Normal    SuccessfulCreate    replicaset/gateway-78665454cb   Created pod: gateway-78665454cb-5r8jq
4m30s       Normal    SuccessfulDelete    replicaset/gateway-796c94d8cf   Deleted pod: gateway-796c94d8cf-k2fft
4m24s       Normal    Pulled              pod/gateway-78665454cb-5r8jq    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
4m24s       Normal    SuccessfulCreate    replicaset/gateway-78665454cb   Created pod: gateway-78665454cb-xvf2z
4m24s       Normal    Killing             pod/gateway-796c94d8cf-hgjcg    Stopping container gateway
