LAST SEEN   TYPE      REASON              OBJECT                          MESSAGE
9m11s       Normal    Killing             pod/gateway-5db47b46f4-84npl    Stopping container gateway
9m11s       Normal    Pulled              pod/gateway-67f694d755-ccs46    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
9m5s        Warning   Unhealthy           pod/gateway-67f694d755-t5d9l    Readiness probe failed: Get "http://10.42.0.237:9302/readyz": dial tcp 10.42.0.237:9302: connect: connection refused
9m5s        Normal    Pulled              pod/gateway-67f694d755-t5d9l    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
9m5s        Normal    Created             pod/gateway-67f694d755-t5d9l    Container created
9m5s        Normal    Started             pod/gateway-67f694d755-t5d9l    Container started
6m21s       Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-ccs46
6m21s       Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-q85l7
6m21s       Normal    Killing             pod/gateway-67f694d755-ccs46    Stopping container gateway
6m15s       Normal    Killing             pod/gateway-67f694d755-t5d9l    Stopping container gateway
6m15s       Normal    Pulled              pod/gateway-68ffbd74bc-q85l7    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6m15s       Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-t5d9l
6m15s       Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-bv8lh
6m15s       Warning   Unhealthy           pod/gateway-68ffbd74bc-q85l7    Readiness probe failed: Get "http://10.42.0.238:9302/readyz": dial tcp 10.42.0.238:9302: connect: connection refused
6m15s       Normal    Started             pod/gateway-68ffbd74bc-q85l7    Container started
6m15s       Normal    Created             pod/gateway-68ffbd74bc-q85l7    Container created
6m9s        Normal    Started             pod/gateway-68ffbd74bc-bv8lh    Container started
6m9s        Warning   Unhealthy           pod/gateway-68ffbd74bc-bv8lh    Readiness probe failed: Get "http://10.42.0.239:9302/readyz": dial tcp 10.42.0.239:9302: connect: connection refused
6m9s        Normal    Created             pod/gateway-68ffbd74bc-bv8lh    Container created
6m9s        Normal    Pulled              pod/gateway-68ffbd74bc-bv8lh    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6m9s        Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-s9v8s
6m9s        Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-5ktns
6m9s        Normal    Killing             pod/gateway-67f694d755-5ktns    Stopping container gateway
6m3s        Normal    Started             pod/gateway-68ffbd74bc-s9v8s    Container started
6m3s        Normal    Pulled              pod/gateway-68ffbd74bc-s9v8s    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6m3s        Normal    Created             pod/gateway-68ffbd74bc-s9v8s    Container created
6m3s        Warning   Unhealthy           pod/gateway-68ffbd74bc-s9v8s    Readiness probe failed: Get "http://10.42.0.240:9302/readyz": dial tcp 10.42.0.240:9302: connect: connection refused
3m13s       Normal    Killing             pod/gateway-68ffbd74bc-s9v8s    Stopping container gateway
3m13s       Normal    ScalingReplicaSet   deployment/gateway              (combined from similar events): Scaled down replica set gateway-68ffbd74bc from 3 to 2
3m13s       Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-s9v8s
3m13s       Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-k2fft
3m8s        Normal    Pulled              pod/gateway-796c94d8cf-k2fft    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
3m8s        Warning   Unhealthy           pod/gateway-796c94d8cf-k2fft    Readiness probe failed: Get "http://10.42.0.241:9302/readyz": dial tcp 10.42.0.241:9302: connect: connection refused
3m8s        Normal    Started             pod/gateway-796c94d8cf-k2fft    Container started
3m8s        Normal    Created             pod/gateway-796c94d8cf-k2fft    Container created
3m7s        Normal    Killing             pod/gateway-68ffbd74bc-q85l7    Stopping container gateway
3m7s        Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-q85l7
3m7s        Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-hgjcg
3m1s        Warning   Unhealthy           pod/gateway-796c94d8cf-hgjcg    Readiness probe failed: Get "http://10.42.0.242:9302/readyz": dial tcp 10.42.0.242:9302: connect: connection refused
3m1s        Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-tgdtc
3m1s        Normal    Started             pod/gateway-796c94d8cf-hgjcg    Container started
3m1s        Normal    Created             pod/gateway-796c94d8cf-hgjcg    Container created
3m1s        Normal    Killing             pod/gateway-68ffbd74bc-bv8lh    Stopping container gateway
3m1s        Normal    Pulled              pod/gateway-796c94d8cf-hgjcg    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
3m1s        Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-bv8lh
2m55s       Normal    Pulled              pod/gateway-796c94d8cf-tgdtc    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
2m55s       Normal    Created             pod/gateway-796c94d8cf-tgdtc    Container created
2m55s       Normal    Started             pod/gateway-796c94d8cf-tgdtc    Container started
2m55s       Warning   Unhealthy           pod/gateway-796c94d8cf-tgdtc    Readiness probe failed: Get "http://10.42.0.243:9302/readyz": dial tcp 10.42.0.243:9302: connect: connection refused
