LAST SEEN   TYPE      REASON              OBJECT                          MESSAGE
17m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 0 to 1
17m         Normal    Killing             pod/gateway-854fdc6b45-glrdl    Stopping container gateway
17m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-glrdl
17m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 2 to 1
17m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 1 to 2
17m         Normal    Created             pod/gateway-df649b778-vbxgh     Container created
17m         Normal    Started             pod/gateway-df649b778-vbxgh     Container started
17m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-z6lkg
17m         Normal    Pulled              pod/gateway-df649b778-vbxgh     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
17m         Warning   Unhealthy           pod/gateway-df649b778-vbxgh     Readiness probe failed: Get "http://10.42.0.224:9302/readyz": dial tcp 10.42.0.224:9302: connect: connection refused
17m         Normal    Created             pod/gateway-df649b778-z6lkg     Container created
17m         Normal    Pulled              pod/gateway-df649b778-z6lkg     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
17m         Warning   Unhealthy           pod/gateway-df649b778-z6lkg     Readiness probe failed: Get "http://10.42.0.225:9302/readyz": dial tcp 10.42.0.225:9302: connect: connection refused
17m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-pr7sd
17m         Normal    Started             pod/gateway-df649b778-z6lkg     Container started
17m         Normal    Killing             pod/gateway-854fdc6b45-pr7sd    Stopping container gateway
17m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-5k9kg
17m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 1 to 0
17m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 2 to 3
17m         Normal    Pulled              pod/gateway-df649b778-5k9kg     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
17m         Normal    Created             pod/gateway-df649b778-5k9kg     Container created
17m         Normal    Started             pod/gateway-df649b778-5k9kg     Container started
17m         Warning   Unhealthy           pod/gateway-df649b778-5k9kg     Readiness probe failed: Get "http://10.42.0.226:9302/readyz": dial tcp 10.42.0.226:9302: connect: connection refused
14m         Normal    Killing             pod/gateway-df649b778-z6lkg     Stopping container gateway
14m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-z6lkg
14m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-df649b778 from 3 to 2
14m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-7b56658758 from 0 to 1
14m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-nrglc
14m         Normal    Started             pod/gateway-7b56658758-nrglc    Container started
14m         Normal    Created             pod/gateway-7b56658758-nrglc    Container created
14m         Normal    Pulled              pod/gateway-7b56658758-nrglc    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
14m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-5k9kg
14m         Warning   Unhealthy           pod/gateway-7b56658758-nrglc    Readiness probe failed: Get "http://10.42.0.227:9302/readyz": dial tcp 10.42.0.227:9302: connect: connection refused
14m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-2jk44
14m         Normal    Killing             pod/gateway-df649b778-5k9kg     Stopping container gateway
14m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-df649b778 from 2 to 1
14m         Warning   Unhealthy           pod/gateway-7b56658758-2jk44    Readiness probe failed: Get "http://10.42.0.228:9302/readyz": dial tcp 10.42.0.228:9302: connect: connection refused
14m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-vbxgh
14m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-7xgqw
14m         Normal    Killing             pod/gateway-df649b778-vbxgh     Stopping container gateway
14m         Normal    Started             pod/gateway-7b56658758-2jk44    Container started
14m         Normal    Pulled              pod/gateway-7b56658758-2jk44    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
14m         Normal    Created             pod/gateway-7b56658758-2jk44    Container created
14m         Normal    Pulled              pod/gateway-7b56658758-7xgqw    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
14m         Normal    Created             pod/gateway-7b56658758-7xgqw    Container created
14m         Normal    Started             pod/gateway-7b56658758-7xgqw    Container started
14m         Warning   Unhealthy           pod/gateway-7b56658758-7xgqw    Readiness probe failed: Get "http://10.42.0.229:9302/readyz": dial tcp 10.42.0.229:9302: connect: connection refused
9m43s       Normal    SuccessfulDelete    replicaset/k6-67778c768f        Deleted pod: k6-67778c768f-n7f8d
9m43s       Normal    Killing             pod/k6-67778c768f-n7f8d         Stopping container k6
9m43s       Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-67778c768f from 1 to 0
9m13s       Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-nmk8c
9m13s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 0 to 1
9m12s       Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-zv6sz
9m12s       Normal    Created             pod/k6-564856b977-nmk8c         Container created
9m12s       Normal    Created             pod/k6-564856b977-zv6sz         Container created
9m12s       Normal    Pulled              pod/k6-564856b977-zv6sz         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
9m12s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 1 to 2
9m12s       Normal    Started             pod/k6-564856b977-nmk8c         Container started
9m12s       Normal    Pulled              pod/k6-564856b977-nmk8c         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
9m11s       Normal    Started             pod/k6-564856b977-zv6sz         Container started
9m9s        Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-nrglc
9m9s        Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-nzt6v
9m9s        Normal    Killing             pod/gateway-7b56658758-nrglc    Stopping container gateway
9m4s        Warning   Unhealthy           pod/gateway-5db47b46f4-nzt6v    Readiness probe failed: Get "http://10.42.0.232:9302/readyz": dial tcp 10.42.0.232:9302: connect: connection refused
9m4s        Normal    Pulled              pod/gateway-5db47b46f4-nzt6v    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
9m4s        Normal    Created             pod/gateway-5db47b46f4-nzt6v    Container created
9m4s        Normal    Started             pod/gateway-5db47b46f4-nzt6v    Container started
9m3s        Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-jlzwd
9m3s        Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-2jk44
9m3s        Normal    Killing             pod/gateway-7b56658758-2jk44    Stopping container gateway
8m58s       Normal    Started             pod/gateway-5db47b46f4-jlzwd    Container started
8m58s       Normal    Pulled              pod/gateway-5db47b46f4-jlzwd    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
8m58s       Normal    Created             pod/gateway-5db47b46f4-jlzwd    Container created
8m58s       Warning   Unhealthy           pod/gateway-5db47b46f4-jlzwd    Readiness probe failed: Get "http://10.42.0.233:9302/readyz": dial tcp 10.42.0.233:9302: connect: connection refused
8m57s       Normal    Killing             pod/gateway-7b56658758-7xgqw    Stopping container gateway
8m57s       Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-7xgqw
8m57s       Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-84npl
8m52s       Warning   Unhealthy           pod/gateway-5db47b46f4-84npl    Readiness probe failed: Get "http://10.42.0.234:9302/readyz": dial tcp 10.42.0.234:9302: connect: connection refused
8m52s       Normal    Created             pod/gateway-5db47b46f4-84npl    Container created
8m52s       Normal    Pulled              pod/gateway-5db47b46f4-84npl    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
8m52s       Normal    Started             pod/gateway-5db47b46f4-84npl    Container started
6m9s        Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-5ktns
6m9s        Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-jlzwd
6m9s        Normal    Killing             pod/gateway-5db47b46f4-jlzwd    Stopping container gateway
6m4s        Normal    Pulled              pod/gateway-67f694d755-5ktns    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6m4s        Normal    Started             pod/gateway-67f694d755-5ktns    Container started
6m4s        Normal    Created             pod/gateway-67f694d755-5ktns    Container created
6m4s        Warning   Unhealthy           pod/gateway-67f694d755-5ktns    Readiness probe failed: Get "http://10.42.0.235:9302/readyz": dial tcp 10.42.0.235:9302: connect: connection refused
6m3s        Normal    Killing             pod/gateway-5db47b46f4-nzt6v    Stopping container gateway
6m3s        Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-nzt6v
6m3s        Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-ccs46
5m57s       Normal    Started             pod/gateway-67f694d755-ccs46    Container started
5m57s       Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-t5d9l
5m57s       Normal    Killing             pod/gateway-5db47b46f4-84npl    Stopping container gateway
5m57s       Normal    Pulled              pod/gateway-67f694d755-ccs46    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
5m57s       Normal    Created             pod/gateway-67f694d755-ccs46    Container created
5m57s       Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-84npl
5m57s       Warning   Unhealthy           pod/gateway-67f694d755-ccs46    Readiness probe failed: Get "http://10.42.0.236:9302/readyz": dial tcp 10.42.0.236:9302: connect: connection refused
5m51s       Normal    Created             pod/gateway-67f694d755-t5d9l    Container created
5m51s       Normal    Pulled              pod/gateway-67f694d755-t5d9l    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
5m51s       Normal    Started             pod/gateway-67f694d755-t5d9l    Container started
5m51s       Warning   Unhealthy           pod/gateway-67f694d755-t5d9l    Readiness probe failed: Get "http://10.42.0.237:9302/readyz": dial tcp 10.42.0.237:9302: connect: connection refused
3m7s        Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-ccs46
3m7s        Normal    Killing             pod/gateway-67f694d755-ccs46    Stopping container gateway
3m7s        Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-q85l7
3m1s        Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-t5d9l
3m1s        Normal    Pulled              pod/gateway-68ffbd74bc-q85l7    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
3m1s        Normal    ScalingReplicaSet   deployment/gateway              (combined from similar events): Scaled down replica set gateway-67f694d755 from 2 to 1
3m1s        Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-bv8lh
3m1s        Warning   Unhealthy           pod/gateway-68ffbd74bc-q85l7    Readiness probe failed: Get "http://10.42.0.238:9302/readyz": dial tcp 10.42.0.238:9302: connect: connection refused
3m1s        Normal    Killing             pod/gateway-67f694d755-t5d9l    Stopping container gateway
3m1s        Normal    Started             pod/gateway-68ffbd74bc-q85l7    Container started
3m1s        Normal    Created             pod/gateway-68ffbd74bc-q85l7    Container created
2m55s       Normal    Pulled              pod/gateway-68ffbd74bc-bv8lh    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
2m55s       Warning   Unhealthy           pod/gateway-68ffbd74bc-bv8lh    Readiness probe failed: Get "http://10.42.0.239:9302/readyz": dial tcp 10.42.0.239:9302: connect: connection refused
2m55s       Normal    Started             pod/gateway-68ffbd74bc-bv8lh    Container started
2m55s       Normal    Created             pod/gateway-68ffbd74bc-bv8lh    Container created
2m55s       Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-5ktns
2m55s       Normal    Killing             pod/gateway-67f694d755-5ktns    Stopping container gateway
2m55s       Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-s9v8s
2m49s       Normal    Pulled              pod/gateway-68ffbd74bc-s9v8s    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
2m49s       Normal    Created             pod/gateway-68ffbd74bc-s9v8s    Container created
2m49s       Normal    Started             pod/gateway-68ffbd74bc-s9v8s    Container started
2m49s       Warning   Unhealthy           pod/gateway-68ffbd74bc-s9v8s    Readiness probe failed: Get "http://10.42.0.240:9302/readyz": dial tcp 10.42.0.240:9302: connect: connection refused
