LAST SEEN   TYPE      REASON              OBJECT                          MESSAGE
11m         Warning   Unhealthy           pod/gateway-7b56658758-7xgqw    Readiness probe failed: Get "http://10.42.0.229:9302/readyz": dial tcp 10.42.0.229:9302: connect: connection refused
11m         Normal    Pulled              pod/gateway-7b56658758-7xgqw    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6m36s       Normal    SuccessfulDelete    replicaset/k6-67778c768f        Deleted pod: k6-67778c768f-n7f8d
6m36s       Normal    Killing             pod/k6-67778c768f-n7f8d         Stopping container k6
6m36s       Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-67778c768f from 1 to 0
6m6s        Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 0 to 1
6m6s        Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-nmk8c
6m5s        Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-zv6sz
6m5s        Normal    Created             pod/k6-564856b977-zv6sz         Container created
6m5s        Normal    Started             pod/k6-564856b977-nmk8c         Container started
6m5s        Normal    Created             pod/k6-564856b977-nmk8c         Container created
6m5s        Normal    Pulled              pod/k6-564856b977-zv6sz         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
6m5s        Normal    Pulled              pod/k6-564856b977-nmk8c         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
6m5s        Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 1 to 2
6m4s        Normal    Started             pod/k6-564856b977-zv6sz         Container started
6m2s        Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-nrglc
6m2s        Normal    Killing             pod/gateway-7b56658758-nrglc    Stopping container gateway
6m2s        Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-nzt6v
5m57s       Normal    Pulled              pod/gateway-5db47b46f4-nzt6v    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
5m57s       Warning   Unhealthy           pod/gateway-5db47b46f4-nzt6v    Readiness probe failed: Get "http://10.42.0.232:9302/readyz": dial tcp 10.42.0.232:9302: connect: connection refused
5m57s       Normal    Started             pod/gateway-5db47b46f4-nzt6v    Container started
5m57s       Normal    Created             pod/gateway-5db47b46f4-nzt6v    Container created
5m56s       Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-2jk44
5m56s       Normal    Killing             pod/gateway-7b56658758-2jk44    Stopping container gateway
5m56s       Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-jlzwd
5m51s       Normal    Started             pod/gateway-5db47b46f4-jlzwd    Container started
5m51s       Normal    Pulled              pod/gateway-5db47b46f4-jlzwd    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
5m51s       Normal    Created             pod/gateway-5db47b46f4-jlzwd    Container created
5m51s       Warning   Unhealthy           pod/gateway-5db47b46f4-jlzwd    Readiness probe failed: Get "http://10.42.0.233:9302/readyz": dial tcp 10.42.0.233:9302: connect: connection refused
5m50s       Normal    Killing             pod/gateway-7b56658758-7xgqw    Stopping container gateway
5m50s       Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-84npl
5m50s       Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-7xgqw
5m45s       Normal    Created             pod/gateway-5db47b46f4-84npl    Container created
5m45s       Normal    Pulled              pod/gateway-5db47b46f4-84npl    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
5m45s       Warning   Unhealthy           pod/gateway-5db47b46f4-84npl    Readiness probe failed: Get "http://10.42.0.234:9302/readyz": dial tcp 10.42.0.234:9302: connect: connection refused
5m45s       Normal    Started             pod/gateway-5db47b46f4-84npl    Container started
3m2s        Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-5ktns
3m2s        Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-jlzwd
3m2s        Normal    Killing             pod/gateway-5db47b46f4-jlzwd    Stopping container gateway
2m57s       Normal    Started             pod/gateway-67f694d755-5ktns    Container started
2m57s       Warning   Unhealthy           pod/gateway-67f694d755-5ktns    Readiness probe failed: Get "http://10.42.0.235:9302/readyz": dial tcp 10.42.0.235:9302: connect: connection refused
2m57s       Normal    Created             pod/gateway-67f694d755-5ktns    Container created
2m57s       Normal    Pulled              pod/gateway-67f694d755-5ktns    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
2m56s       Normal    Killing             pod/gateway-5db47b46f4-nzt6v    Stopping container gateway
2m56s       Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-ccs46
2m56s       Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-nzt6v
2m50s       Normal    Started             pod/gateway-67f694d755-ccs46    Container started
2m50s       Warning   Unhealthy           pod/gateway-67f694d755-ccs46    Readiness probe failed: Get "http://10.42.0.236:9302/readyz": dial tcp 10.42.0.236:9302: connect: connection refused
2m50s       Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-84npl
2m50s       Normal    ScalingReplicaSet   deployment/gateway              (combined from similar events): Scaled up replica set gateway-67f694d755 from 2 to 3
2m50s       Normal    Killing             pod/gateway-5db47b46f4-84npl    Stopping container gateway
2m50s       Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-t5d9l
2m50s       Normal    Pulled              pod/gateway-67f694d755-ccs46    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
2m50s       Normal    Created             pod/gateway-67f694d755-ccs46    Container created
2m44s       Normal    Pulled              pod/gateway-67f694d755-t5d9l    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
2m44s       Normal    Started             pod/gateway-67f694d755-t5d9l    Container started
2m44s       Normal    Created             pod/gateway-67f694d755-t5d9l    Container created
2m44s       Warning   Unhealthy           pod/gateway-67f694d755-t5d9l    Readiness probe failed: Get "http://10.42.0.237:9302/readyz": dial tcp 10.42.0.237:9302: connect: connection refused
