LAST SEEN   TYPE      REASON              OBJECT                          MESSAGE
14m         Normal    Scheduled           pod/gateway-67f694d755-ccs46    Successfully assigned benkz/gateway-67f694d755-ccs46 to vm-218-62-tencentos
26m         Warning   FailedScheduling    pod/gateway-df649b778-z6lkg     0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
8m49s       Normal    Scheduled           pod/gateway-796c94d8cf-k2fft    Successfully assigned benkz/gateway-796c94d8cf-k2fft to vm-218-62-tencentos
8m54s       Warning   FailedScheduling    pod/gateway-796c94d8cf-k2fft    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
26m         Normal    Scheduled           pod/gateway-df649b778-z6lkg     Successfully assigned benkz/gateway-df649b778-z6lkg to vm-218-62-tencentos
11m         Normal    Scheduled           pod/gateway-68ffbd74bc-bv8lh    Successfully assigned benkz/gateway-68ffbd74bc-bv8lh to vm-218-62-tencentos
14m         Warning   FailedScheduling    pod/gateway-67f694d755-t5d9l    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
14m         Normal    Scheduled           pod/gateway-67f694d755-t5d9l    Successfully assigned benkz/gateway-67f694d755-t5d9l to vm-218-62-tencentos
11m         Warning   FailedScheduling    pod/gateway-68ffbd74bc-bv8lh    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m10s       Normal    Scheduled           pod/k6-67778c768f-tphp5         Successfully assigned benkz/k6-67778c768f-tphp5 to vm-218-62-tencentos
8m49s       Warning   FailedScheduling    pod/gateway-796c94d8cf-hgjcg    0/1 nodes are available: 1 Insufficient cpu. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
8m43s       Normal    Scheduled           pod/gateway-796c94d8cf-hgjcg    Successfully assigned benkz/gateway-796c94d8cf-hgjcg to vm-218-62-tencentos
26m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 0 to 1
26m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-qk9wb
26m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-vbxgh
26m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 3 to 2
26m         Normal    Killing             pod/gateway-854fdc6b45-qk9wb    Stopping container gateway
26m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 1 to 2
26m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-glrdl
26m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 2 to 1
26m         Normal    Killing             pod/gateway-854fdc6b45-glrdl    Stopping container gateway
26m         Warning   Unhealthy           pod/gateway-df649b778-vbxgh     Readiness probe failed: Get "http://10.42.0.224:9302/readyz": dial tcp 10.42.0.224:9302: connect: connection refused
26m         Normal    Started             pod/gateway-df649b778-vbxgh     Container started
26m         Normal    Created             pod/gateway-df649b778-vbxgh     Container created
26m         Normal    Pulled              pod/gateway-df649b778-vbxgh     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
26m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-z6lkg
26m         Normal    Pulled              pod/gateway-df649b778-z6lkg     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
26m         Normal    Created             pod/gateway-df649b778-z6lkg     Container created
26m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-df649b778 from 2 to 3
26m         Warning   Unhealthy           pod/gateway-df649b778-z6lkg     Readiness probe failed: Get "http://10.42.0.225:9302/readyz": dial tcp 10.42.0.225:9302: connect: connection refused
26m         Normal    Started             pod/gateway-df649b778-z6lkg     Container started
26m         Normal    SuccessfulCreate    replicaset/gateway-df649b778    Created pod: gateway-df649b778-5k9kg
26m         Normal    SuccessfulDelete    replicaset/gateway-854fdc6b45   Deleted pod: gateway-854fdc6b45-pr7sd
26m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-854fdc6b45 from 1 to 0
26m         Normal    Killing             pod/gateway-854fdc6b45-pr7sd    Stopping container gateway
26m         Normal    Created             pod/gateway-df649b778-5k9kg     Container created
26m         Normal    Pulled              pod/gateway-df649b778-5k9kg     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
26m         Normal    Started             pod/gateway-df649b778-5k9kg     Container started
26m         Warning   Unhealthy           pod/gateway-df649b778-5k9kg     Readiness probe failed: Get "http://10.42.0.226:9302/readyz": dial tcp 10.42.0.226:9302: connect: connection refused
23m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-z6lkg
23m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-df649b778 from 3 to 2
23m         Normal    ScalingReplicaSet   deployment/gateway              Scaled up replica set gateway-7b56658758 from 0 to 1
23m         Normal    Killing             pod/gateway-df649b778-z6lkg     Stopping container gateway
23m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-nrglc
23m         Normal    ScalingReplicaSet   deployment/gateway              Scaled down replica set gateway-df649b778 from 2 to 1
23m         Normal    Created             pod/gateway-7b56658758-nrglc    Container created
23m         Warning   Unhealthy           pod/gateway-7b56658758-nrglc    Readiness probe failed: Get "http://10.42.0.227:9302/readyz": dial tcp 10.42.0.227:9302: connect: connection refused
23m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-5k9kg
23m         Normal    Killing             pod/gateway-df649b778-5k9kg     Stopping container gateway
23m         Normal    Started             pod/gateway-7b56658758-nrglc    Container started
23m         Normal    Pulled              pod/gateway-7b56658758-nrglc    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
23m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-2jk44
23m         Normal    SuccessfulCreate    replicaset/gateway-7b56658758   Created pod: gateway-7b56658758-7xgqw
23m         Normal    SuccessfulDelete    replicaset/gateway-df649b778    Deleted pod: gateway-df649b778-vbxgh
23m         Normal    Created             pod/gateway-7b56658758-2jk44    Container created
23m         Normal    Started             pod/gateway-7b56658758-2jk44    Container started
23m         Warning   Unhealthy           pod/gateway-7b56658758-2jk44    Readiness probe failed: Get "http://10.42.0.228:9302/readyz": dial tcp 10.42.0.228:9302: connect: connection refused
23m         Normal    Pulled              pod/gateway-7b56658758-2jk44    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
23m         Normal    Killing             pod/gateway-df649b778-vbxgh     Stopping container gateway
23m         Normal    Created             pod/gateway-7b56658758-7xgqw    Container created
23m         Normal    Pulled              pod/gateway-7b56658758-7xgqw    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
23m         Warning   Unhealthy           pod/gateway-7b56658758-7xgqw    Readiness probe failed: Get "http://10.42.0.229:9302/readyz": dial tcp 10.42.0.229:9302: connect: connection refused
23m         Normal    Started             pod/gateway-7b56658758-7xgqw    Container started
18m         Normal    SuccessfulDelete    replicaset/k6-67778c768f        Deleted pod: k6-67778c768f-n7f8d
18m         Normal    Killing             pod/k6-67778c768f-n7f8d         Stopping container k6
18m         Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-nmk8c
18m         Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-zv6sz
18m         Normal    Created             pod/k6-564856b977-zv6sz         Container created
18m         Normal    Pulled              pod/k6-564856b977-zv6sz         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
18m         Normal    Started             pod/k6-564856b977-nmk8c         Container started
18m         Normal    Created             pod/k6-564856b977-nmk8c         Container created
18m         Normal    Pulled              pod/k6-564856b977-nmk8c         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
18m         Normal    Started             pod/k6-564856b977-zv6sz         Container started
18m         Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-nzt6v
18m         Normal    Killing             pod/gateway-7b56658758-nrglc    Stopping container gateway
18m         Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-nrglc
18m         Normal    Created             pod/gateway-5db47b46f4-nzt6v    Container created
18m         Normal    Started             pod/gateway-5db47b46f4-nzt6v    Container started
18m         Normal    Pulled              pod/gateway-5db47b46f4-nzt6v    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
18m         Warning   Unhealthy           pod/gateway-5db47b46f4-nzt6v    Readiness probe failed: Get "http://10.42.0.232:9302/readyz": dial tcp 10.42.0.232:9302: connect: connection refused
17m         Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-jlzwd
17m         Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-2jk44
17m         Normal    Killing             pod/gateway-7b56658758-2jk44    Stopping container gateway
17m         Normal    Started             pod/gateway-5db47b46f4-jlzwd    Container started
17m         Normal    Created             pod/gateway-5db47b46f4-jlzwd    Container created
17m         Normal    Pulled              pod/gateway-5db47b46f4-jlzwd    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
17m         Warning   Unhealthy           pod/gateway-5db47b46f4-jlzwd    Readiness probe failed: Get "http://10.42.0.233:9302/readyz": dial tcp 10.42.0.233:9302: connect: connection refused
17m         Normal    SuccessfulDelete    replicaset/gateway-7b56658758   Deleted pod: gateway-7b56658758-7xgqw
17m         Normal    SuccessfulCreate    replicaset/gateway-5db47b46f4   Created pod: gateway-5db47b46f4-84npl
17m         Normal    Killing             pod/gateway-7b56658758-7xgqw    Stopping container gateway
17m         Warning   Unhealthy           pod/gateway-5db47b46f4-84npl    Readiness probe failed: Get "http://10.42.0.234:9302/readyz": dial tcp 10.42.0.234:9302: connect: connection refused
17m         Normal    Pulled              pod/gateway-5db47b46f4-84npl    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
17m         Normal    Created             pod/gateway-5db47b46f4-84npl    Container created
17m         Normal    Started             pod/gateway-5db47b46f4-84npl    Container started
15m         Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-jlzwd
15m         Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-5ktns
15m         Normal    Killing             pod/gateway-5db47b46f4-jlzwd    Stopping container gateway
15m         Normal    Pulled              pod/gateway-67f694d755-5ktns    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
15m         Normal    Created             pod/gateway-67f694d755-5ktns    Container created
15m         Normal    Started             pod/gateway-67f694d755-5ktns    Container started
15m         Warning   Unhealthy           pod/gateway-67f694d755-5ktns    Readiness probe failed: Get "http://10.42.0.235:9302/readyz": dial tcp 10.42.0.235:9302: connect: connection refused
14m         Normal    Killing             pod/gateway-5db47b46f4-nzt6v    Stopping container gateway
14m         Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-nzt6v
14m         Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-ccs46
14m         Normal    SuccessfulCreate    replicaset/gateway-67f694d755   Created pod: gateway-67f694d755-t5d9l
14m         Normal    Created             pod/gateway-67f694d755-ccs46    Container created
14m         Warning   Unhealthy           pod/gateway-67f694d755-ccs46    Readiness probe failed: Get "http://10.42.0.236:9302/readyz": dial tcp 10.42.0.236:9302: connect: connection refused
14m         Normal    SuccessfulDelete    replicaset/gateway-5db47b46f4   Deleted pod: gateway-5db47b46f4-84npl
14m         Normal    Killing             pod/gateway-5db47b46f4-84npl    Stopping container gateway
14m         Normal    Pulled              pod/gateway-67f694d755-ccs46    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
14m         Normal    Started             pod/gateway-67f694d755-ccs46    Container started
14m         Normal    Started             pod/gateway-67f694d755-t5d9l    Container started
14m         Warning   Unhealthy           pod/gateway-67f694d755-t5d9l    Readiness probe failed: Get "http://10.42.0.237:9302/readyz": dial tcp 10.42.0.237:9302: connect: connection refused
14m         Normal    Created             pod/gateway-67f694d755-t5d9l    Container created
14m         Normal    Pulled              pod/gateway-67f694d755-t5d9l    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
12m         Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-q85l7
12m         Normal    Killing             pod/gateway-67f694d755-ccs46    Stopping container gateway
12m         Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-ccs46
11m         Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-t5d9l
11m         Normal    Pulled              pod/gateway-68ffbd74bc-q85l7    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
11m         Normal    Created             pod/gateway-68ffbd74bc-q85l7    Container created
11m         Normal    Started             pod/gateway-68ffbd74bc-q85l7    Container started
11m         Warning   Unhealthy           pod/gateway-68ffbd74bc-q85l7    Readiness probe failed: Get "http://10.42.0.238:9302/readyz": dial tcp 10.42.0.238:9302: connect: connection refused
11m         Normal    Killing             pod/gateway-67f694d755-t5d9l    Stopping container gateway
11m         Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-bv8lh
11m         Warning   Unhealthy           pod/gateway-68ffbd74bc-bv8lh    Readiness probe failed: Get "http://10.42.0.239:9302/readyz": dial tcp 10.42.0.239:9302: connect: connection refused
11m         Normal    Killing             pod/gateway-67f694d755-5ktns    Stopping container gateway
11m         Normal    SuccessfulDelete    replicaset/gateway-67f694d755   Deleted pod: gateway-67f694d755-5ktns
11m         Normal    Pulled              pod/gateway-68ffbd74bc-bv8lh    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
11m         Normal    SuccessfulCreate    replicaset/gateway-68ffbd74bc   Created pod: gateway-68ffbd74bc-s9v8s
11m         Normal    Created             pod/gateway-68ffbd74bc-bv8lh    Container created
11m         Normal    Started             pod/gateway-68ffbd74bc-bv8lh    Container started
11m         Normal    Created             pod/gateway-68ffbd74bc-s9v8s    Container created
11m         Warning   Unhealthy           pod/gateway-68ffbd74bc-s9v8s    Readiness probe failed: Get "http://10.42.0.240:9302/readyz": dial tcp 10.42.0.240:9302: connect: connection refused
11m         Normal    Started             pod/gateway-68ffbd74bc-s9v8s    Container started
11m         Normal    Pulled              pod/gateway-68ffbd74bc-s9v8s    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
8m55s       Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-k2fft
8m55s       Normal    Killing             pod/gateway-68ffbd74bc-s9v8s    Stopping container gateway
8m55s       Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-s9v8s
8m50s       Warning   Unhealthy           pod/gateway-796c94d8cf-k2fft    Readiness probe failed: Get "http://10.42.0.241:9302/readyz": dial tcp 10.42.0.241:9302: connect: connection refused
8m50s       Normal    Started             pod/gateway-796c94d8cf-k2fft    Container started
8m50s       Normal    Created             pod/gateway-796c94d8cf-k2fft    Container created
8m50s       Normal    Pulled              pod/gateway-796c94d8cf-k2fft    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
8m49s       Normal    Killing             pod/gateway-68ffbd74bc-q85l7    Stopping container gateway
8m49s       Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-q85l7
8m49s       Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-hgjcg
8m43s       Normal    Created             pod/gateway-796c94d8cf-hgjcg    Container created
8m43s       Normal    SuccessfulDelete    replicaset/gateway-68ffbd74bc   Deleted pod: gateway-68ffbd74bc-bv8lh
8m43s       Warning   Unhealthy           pod/gateway-796c94d8cf-hgjcg    Readiness probe failed: Get "http://10.42.0.242:9302/readyz": dial tcp 10.42.0.242:9302: connect: connection refused
8m43s       Normal    SuccessfulCreate    replicaset/gateway-796c94d8cf   Created pod: gateway-796c94d8cf-tgdtc
8m43s       Normal    Started             pod/gateway-796c94d8cf-hgjcg    Container started
8m43s       Normal    Pulled              pod/gateway-796c94d8cf-hgjcg    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
8m43s       Normal    Killing             pod/gateway-68ffbd74bc-bv8lh    Stopping container gateway
8m37s       Normal    Started             pod/gateway-796c94d8cf-tgdtc    Container started
8m37s       Normal    Created             pod/gateway-796c94d8cf-tgdtc    Container created
8m37s       Normal    Pulled              pod/gateway-796c94d8cf-tgdtc    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
8m37s       Warning   Unhealthy           pod/gateway-796c94d8cf-tgdtc    Readiness probe failed: Get "http://10.42.0.243:9302/readyz": dial tcp 10.42.0.243:9302: connect: connection refused
5m42s       Normal    SuccessfulDelete    replicaset/k6-564856b977        Deleted pod: k6-564856b977-zv6sz
5m42s       Normal    Killing             pod/k6-564856b977-zv6sz         Stopping container k6
5m42s       Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-564856b977 from 2 to 1
5m41s       Normal    SuccessfulDelete    replicaset/k6-564856b977        Deleted pod: k6-564856b977-nmk8c
5m41s       Normal    Killing             pod/k6-564856b977-nmk8c         Stopping container k6
5m41s       Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-564856b977 from 1 to 0
5m11s       Normal    SuccessfulCreate    replicaset/k6-67778c768f        Created pod: k6-67778c768f-tphp5
5m11s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-67778c768f from 0 to 1
5m10s       Normal    Pulled              pod/k6-67778c768f-tphp5         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
5m10s       Normal    Created             pod/k6-67778c768f-tphp5         Container created
5m10s       Normal    Started             pod/k6-67778c768f-tphp5         Container started
3m53s       Normal    Killing             pod/k6-67778c768f-tphp5         Stopping container k6
3m53s       Normal    SuccessfulDelete    replicaset/k6-67778c768f        Deleted pod: k6-67778c768f-tphp5
3m53s       Normal    ScalingReplicaSet   deployment/k6                   Scaled down replica set k6-67778c768f from 1 to 0
3m23s       Normal    Created             pod/k6-564856b977-wlzlg         Container created
3m23s       Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-wlzlg
3m23s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 1 to 2
3m23s       Normal    Pulled              pod/k6-564856b977-wlzlg         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
3m23s       Normal    ScalingReplicaSet   deployment/k6                   Scaled up replica set k6-564856b977 from 0 to 1
3m23s       Normal    Started             pod/k6-564856b977-wlzlg         Container started
3m23s       Normal    SuccessfulCreate    replicaset/k6-564856b977        Created pod: k6-564856b977-6d6cf
3m22s       Normal    Created             pod/k6-564856b977-6d6cf         Container created
3m22s       Normal    Started             pod/k6-564856b977-6d6cf         Container started
3m22s       Normal    Pulled              pod/k6-564856b977-6d6cf         Container image "benkz/k6:capacity-100-v2" already present on machine and can be accessed by the pod
3m20s       Normal    SuccessfulDelete    replicaset/gateway-796c94d8cf   Deleted pod: gateway-796c94d8cf-tgdtc
3m20s       Normal    ScalingReplicaSet   deployment/gateway              (combined from similar events): Scaled down replica set gateway-796c94d8cf from 3 to 2
3m20s       Normal    Killing             pod/gateway-796c94d8cf-tgdtc    Stopping container gateway
3m20s       Normal    SuccessfulCreate    replicaset/gateway-78665454cb   Created pod: gateway-78665454cb-28xw9
3m15s       Normal    Created             pod/gateway-78665454cb-28xw9    Container created
3m15s       Warning   Unhealthy           pod/gateway-78665454cb-28xw9    Readiness probe failed: Get "http://10.42.0.247:9302/readyz": dial tcp 10.42.0.247:9302: connect: connection refused
3m15s       Normal    Started             pod/gateway-78665454cb-28xw9    Container started
3m15s       Normal    Pulled              pod/gateway-78665454cb-28xw9    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
3m14s       Normal    SuccessfulCreate    replicaset/gateway-78665454cb   Created pod: gateway-78665454cb-5r8jq
3m14s       Normal    Killing             pod/gateway-796c94d8cf-k2fft    Stopping container gateway
3m14s       Normal    SuccessfulDelete    replicaset/gateway-796c94d8cf   Deleted pod: gateway-796c94d8cf-k2fft
3m8s        Normal    Started             pod/gateway-78665454cb-5r8jq    Container started
3m8s        Warning   Unhealthy           pod/gateway-78665454cb-5r8jq    Readiness probe failed: Get "http://10.42.0.248:9302/readyz": dial tcp 10.42.0.248:9302: connect: connection refused
3m8s        Normal    Killing             pod/gateway-796c94d8cf-hgjcg    Stopping container gateway
3m8s        Normal    SuccessfulCreate    replicaset/gateway-78665454cb   Created pod: gateway-78665454cb-xvf2z
3m8s        Normal    Created             pod/gateway-78665454cb-5r8jq    Container created
3m8s        Normal    Pulled              pod/gateway-78665454cb-5r8jq    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
3m8s        Normal    SuccessfulDelete    replicaset/gateway-796c94d8cf   Deleted pod: gateway-796c94d8cf-hgjcg
3m2s        Normal    Pulled              pod/gateway-78665454cb-xvf2z    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
3m2s        Normal    Created             pod/gateway-78665454cb-xvf2z    Container created
3m2s        Normal    Started             pod/gateway-78665454cb-xvf2z    Container started
3m2s        Warning   Unhealthy           pod/gateway-78665454cb-xvf2z    Readiness probe failed: Get "http://10.42.0.249:9302/readyz": dial tcp 10.42.0.249:9302: connect: connection refused
